"","trial_type","trial_index","time_elapsed","rt","gameA_name","gameA_isSR","response","sequence","game_type","timed_out","practice","end_rest","correct_response","rest_trial_num","follows_group_num","follows_internal_block_num","type_desc","subj_id","is_correct_numeric","overall_type_count","block_num","group_num","rest_chunk","num_rest_in_chunk"
"1","ds_main_response",78,"226551",2384.5,"",FALSE,"[0,3,1,1]","[0,3,1,1]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,1,1,"1",NA,0
"2","ds_main_response",87,"230092",1603.90000009537,"",FALSE,"[0,0,0,9]","[0,0,0,9]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,2,1,"1",NA,0
"3","ds_main_response",96,"234779",2724.2000002861,"",FALSE,"[4,7,2,0]","[4,7,2,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,3,1,"1",NA,0
"4","ds_main_response",105,"238948",2224.09999990463,"",FALSE,"[8,4,3,6]","[8,4,3,6]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,4,1,"1",NA,0
"5","ds_main_response",114,"242913",2003.59999990463,"",FALSE,"[9,0,0,9]","[9,0,0,9]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,5,1,"1",NA,0
"6","ds_main_response",123,"247182",2318.7000002861,"",FALSE,"[4,2,7,1]","[4,2,7,1]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,6,1,"1",NA,0
"7","ds_main_response",132,"251054",1906.80000019073,"",FALSE,"[5,9,2,8]","[5,9,2,8]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,7,1,"1",NA,0
"8","ds_main_response",141,"255008",2012.59999990463,"",FALSE,"[8,6,6,6]","[8,6,6,6]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,8,1,"1",NA,0
"9","ds_main_response",150,"259473",2512.5,"",FALSE,"[3,5,3,0]","[3,5,3,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,9,1,"1",NA,0
"10","ds_main_response",159,"263214",1775.59999990463,"",FALSE,"[5,7,1,4]","[5,7,1,4]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,10,1,"1",NA,0
"11","rt_main_trials",161,"267750",5000,"",FALSE,"null","","rest_task",TRUE,"","false","1","0","null","1","block_same_same",4,0,1,NA,"1",1,3
"12","rt_main_trials",162,"269266",657,"",FALSE,"1","","rest_task",FALSE,"","false","1","1","null","1","block_same_same",4,1,2,NA,"1",1,3
"13","rt_main_trials",163,"270219",5000,"",FALSE,"null","","rest_task",TRUE,"","true","1","2","null","1","block_same_same",4,0,3,NA,"1",1,3
"14","ds_main_response",173,"275612",2424.2000002861,"",FALSE,"[7,8,0,1]","[7,8,0,1]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,11,2,"1",NA,0
"15","ds_main_response",182,"279292",1726.80000019073,"",FALSE,"[0,8,5,5]","[0,8,5,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,12,2,"1",NA,0
"16","ds_main_response",191,"283507",2217.69999980927,"",FALSE,"[1,9,7,0]","[1,9,7,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,13,2,"1",NA,0
"17","ds_main_response",200,"287130",1658.19999980927,"",FALSE,"[8,0,8,0]","[8,0,8,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,14,2,"1",NA,0
"18","ds_main_response",209,"290960",1850.30000019073,"",FALSE,"[4,7,9,1]","[4,7,9,1]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,15,2,"1",NA,0
"19","ds_main_response",218,"294586",1661,"",FALSE,"[4,7,0,7]","[4,7,0,7]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,16,2,"1",NA,0
"20","ds_main_response",227,"298076",1502.5,"",FALSE,"[4,4,7,5]","[4,4,7,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,17,2,"1",NA,0
"21","ds_main_response",236,"301975",1930.90000009537,"",FALSE,"[2,4,2,3]","[2,4,2,3]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,18,2,"1",NA,0
"22","ds_main_response",245,"306066",2108.90000009537,"",FALSE,"[3,8,9,2]","[3,8,9,2]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,19,2,"1",NA,0
"23","ds_main_response",254,"310390",2358.30000019073,"",FALSE,"[4,1,6,5]","[4,1,6,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,20,2,"1",NA,0
"24","rt_main_trials",256,"314900",5000,"",FALSE,"null","","rest_task",TRUE,"","false","2","0","null","2","block_same_same",4,0,4,NA,"1",2,2
"25","rt_main_trials",257,"316115",5000,"",FALSE,"null","","rest_task",TRUE,"","true","1","1","null","2","block_same_same",4,0,5,NA,"1",2,2
"26","ds_main_response",267,"321498",2396.5,"",FALSE,"[9,1,4,5]","[9,1,4,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,21,3,"1",NA,0
"27","ds_main_response",276,"325959",2502.80000019073,"",FALSE,"[8,6,2,4]","[8,6,2,4]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,22,3,"1",NA,0
"28","ds_main_response",285,"330384",2460.30000019073,"",FALSE,"[6,3,1,8]","[6,3,1,8]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,23,3,"1",NA,0
"29","ds_main_response",294,"334321",1970.90000009537,"",FALSE,"[6,8,2,5]","[6,8,2,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,24,3,"1",NA,0
"30","ds_main_response",303,"338228",1934.90000009537,"",FALSE,"[0,6,5,4]","[0,6,5,4]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,25,3,"1",NA,0
"31","ds_main_response",312,"342840",2621,"",FALSE,"[5,3,2,0]","[5,3,2,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,26,3,"1",NA,0
"32","ds_main_response",321,"346614",1759,"",FALSE,"[6,0,6,9]","[6,0,6,9]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,27,3,"1",NA,0
"33","ds_main_response",330,"351193",2600.2999997139,"",FALSE,"[9,1,0,3]","[9,1,0,3]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,28,3,"1",NA,0
"34","ds_main_response",339,"355271",2092.30000019073,"",FALSE,"[6,3,9,8]","[6,3,9,8]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,29,3,"1",NA,0
"35","ds_main_response",348,"358746",1491.7999997139,"",FALSE,"[6,6,8,4]","[6,6,8,4]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,30,3,"1",NA,0
"36","rt_main_trials",350,"363270",5000,"",FALSE,"null","","rest_task",TRUE,"","false","1","0","1","3","group_A_B",4,0,6,NA,"1",3,4
"37","rt_main_trials",351,"364782",5000,"",FALSE,"null","","rest_task",TRUE,"","false","1","1","1","3","group_A_B",4,0,7,NA,"1",3,4
"38","rt_main_trials",352,"366300",5000,"",FALSE,"null","","rest_task",TRUE,"","false","2","2","1","3","group_A_B",4,0,8,NA,"1",3,4
"39","rt_main_trials",353,"367418",5000,"",FALSE,"null","","rest_task",TRUE,"","true","2","3","1","3","group_A_B",4,0,9,NA,"1",3,4
"40","sr_main_response",356,"372477",2045,"",FALSE,"","[10,11,14,0]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,1,4,"2",NA,0
"41","sr_main_response",358,"376426",1929.40000009537,"",FALSE,"","[15,14,3,5]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,2,4,"2",NA,0
"42","sr_main_response",360,"380371",1936.30000019073,"",FALSE,"","[1,3,8,12]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,3,4,"2",NA,0
"43","sr_main_response",362,"384147",1766.80000019073,"",FALSE,"","[13,12,14,5]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,4,4,"2",NA,0
"44","sr_main_response",364,"388046",1889.40000009537,"",FALSE,"","[4,9,3,10]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,5,4,"2",NA,0
"45","sr_main_response",366,"391992",1937.5,"",FALSE,"","[10,4,11,6]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,6,4,"2",NA,0
"46","sr_main_response",368,"396088",2085.5,"",FALSE,"","[7,4,10,1]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,7,4,"2",NA,0
"47","sr_main_response",370,"399869",1771.90000009537,"",FALSE,"","[7,2,3,0]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,8,4,"2",NA,0
"48","sr_main_response",372,"403972",2093.60000038147,"",FALSE,"","[2,8,11,5]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,9,4,"2",NA,0
"49","sr_main_response",374,"407791",1810.19999980926,"",FALSE,"","[9,13,1,0]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,10,4,"2",NA,0
"50","rt_main_trials",376,"412328",5000,"",FALSE,"null","","rest_task",TRUE,"","false","2","0","null","1","block_same_same",4,0,10,NA,"2",4,2
"51","rt_main_trials",377,"413090",5000,"",FALSE,"null","","rest_task",TRUE,"","true","1","1","null","1","block_same_same",4,0,11,NA,"2",4,2
"52","sr_main_response",380,"417835",1713,"",FALSE,"","[10,14,2,3]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,11,5,"2",NA,0
"53","sr_main_response",382,"422147",2292.5,"",FALSE,"","[6,1,14,8]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,12,5,"2",NA,0
"54","sr_main_response",384,"425834",1670.5,"",FALSE,"","[9,11,10,12]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,13,5,"2",NA,0
"55","sr_main_response",386,"429534",1689.90000009537,"",FALSE,"","[5,14,6,1]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,14,5,"2",NA,0
"56","sr_main_response",388,"433374",1829.40000009537,"",FALSE,"","[8,12,3,5]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,15,5,"2",NA,0
"57","sr_main_response",390,"437165",1780.5,"",FALSE,"","[6,13,5,14]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,16,5,"2",NA,0
"58","sr_main_response",392,"440709",1527.5,"",FALSE,"","[5,1,10,9]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,17,5,"2",NA,0
"59","sr_main_response",394,"444559",1839.89999961853,"",FALSE,"","[15,10,9,2]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,18,5,"2",NA,0
"60","sr_main_response",396,"448724",2152.59999990463,"",FALSE,"","[15,4,2,13]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,19,5,"2",NA,0
"61","sr_main_response",398,"452307",1572.5,"",FALSE,"","[14,8,15,11]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,20,5,"2",NA,0
"62","rt_main_trials",400,"456821",5000,"",FALSE,"null","","rest_task",TRUE,"","false","1","0","null","2","block_same_same",4,0,12,NA,"2",5,2
"63","rt_main_trials",401,"457642",5000,"",FALSE,"null","","rest_task",TRUE,"","true","2","1","null","2","block_same_same",4,0,13,NA,"2",5,2
"64","sr_main_response",404,"462589",1929.09999990463,"",FALSE,"","[1,12,6,0]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,21,6,"2",NA,0
"65","sr_main_response",406,"466702",2096,"",FALSE,"","[4,12,15,0]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,22,6,"2",NA,0
"66","sr_main_response",408,"470363",1650.40000009537,"",FALSE,"","[10,1,13,6]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,23,6,"2",NA,0
"67","sr_main_response",410,"474058",1682.5,"",FALSE,"","[3,10,1,15]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,24,6,"2",NA,0
"68","sr_main_response",412,"477865",1796.40000009537,"",FALSE,"","[5,0,12,13]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,25,6,"2",NA,0
"69","sr_main_response",414,"481716",1842,"",FALSE,"","[0,13,3,5]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,26,6,"2",NA,0
"70","sr_main_response",416,"485920",2193.09999990463,"",FALSE,"","[13,12,7,11]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,27,6,"2",NA,0
"71","sr_main_response",418,"489473",1543.40000009537,"",FALSE,"","[6,1,5,11]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,28,6,"2",NA,0
"72","sr_main_response",420,"493101",1616.40000009537,"",FALSE,"","[1,6,12,13]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,29,6,"2",NA,0
"73","sr_main_response",422,"497021",1907.59999990463,"",FALSE,"","[12,15,5,14]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,30,6,"2",NA,0
"74","rt_main_trials",424,"501554",5000,"",FALSE,"null","","rest_task",TRUE,"","false","2","0","2","3","group_B_A",4,0,14,NA,"2",6,5
"75","rt_main_trials",425,"503072",5000,"",FALSE,"null","","rest_task",TRUE,"","false","2","1","2","3","group_B_A",4,0,15,NA,"2",6,5
"76","rt_main_trials",426,"504592",14,"",FALSE,"2","","rest_task",FALSE,"","false","2","2","2","3","group_B_A",4,1,16,NA,"2",6,5
"77","rt_main_trials",427,"506108",364,"",FALSE,"2","","rest_task",FALSE,"","false","2","3","2","3","group_B_A",4,1,17,NA,"2",6,5
"78","rt_main_trials",428,"507057",5000,"",FALSE,"null","","rest_task",TRUE,"","true","2","4","2","3","group_B_A",4,0,18,NA,"2",6,5
"79","ds_main_response",438,"512192",2122.5,"",FALSE,"[0,3,1,1]","[0,3,1,1]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,31,7,"3",NA,0
"80","ds_main_response",447,"515938",1747.90000009537,"",FALSE,"[0,0,0,9]","[0,0,0,9]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,32,7,"3",NA,0
"81","ds_main_response",456,"519799",1828.80000019073,"",FALSE,"[4,7,2,0]","[4,7,2,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,33,7,"3",NA,0
"82","ds_main_response",465,"523822",1981.90000009537,"",FALSE,"[8,4,3,6]","[8,4,3,6]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,34,7,"3",NA,0
"83","ds_main_response",474,"527331",1522.09999990463,"",FALSE,"[9,0,0,9]","[9,0,0,9]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,35,7,"3",NA,0
"84","ds_main_response",483,"531401",2085.7000002861,"",FALSE,"[4,2,7,1]","[4,2,7,1]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,36,7,"3",NA,0
"85","ds_main_response",492,"535374",1978.30000019073,"",FALSE,"[5,9,2,8]","[5,9,2,8]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,37,7,"3",NA,0
"86","ds_main_response",501,"539705",2307.60000038147,"",FALSE,"[8,6,6,6]","[8,6,6,6]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,38,7,"3",NA,0
"87","ds_main_response",510,"544869",3125.5,"",FALSE,"[3,5,3,0]","[3,5,3,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,39,7,"3",NA,0
"88","ds_main_response",519,"548851",1949.30000019073,"",FALSE,"[5,7,1,4]","[5,7,1,4]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,40,7,"3",NA,0
"89","rt_main_trials",521,"552583",5000,"",FALSE,"null","","rest_task",TRUE,"","true","1","0","null","1","block_same_same",4,0,19,NA,"3",7,1
"90","ds_main_response",531,"557782",2147.5,"",FALSE,"[7,8,0,1]","[7,8,0,1]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,41,8,"3",NA,0
"91","ds_main_response",540,"561530",1716.7999997139,"",FALSE,"[0,8,5,5]","[0,8,5,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,42,8,"3",NA,0
"92","ds_main_response",549,"565691",2136.19999980927,"",FALSE,"[1,9,7,0]","[1,9,7,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,43,8,"3",NA,0
"93","ds_main_response",558,"569339",1613.69999980927,"",FALSE,"[8,0,8,0]","[8,0,8,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,44,8,"3",NA,0
"94","ds_main_response",567,"573453",2076.7999997139,"",FALSE,"[4,7,9,1]","[4,7,9,1]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,45,8,"3",NA,0
"95","ds_main_response",576,"577410",1944.80000019073,"",FALSE,"[4,7,0,8]","[4,7,0,7]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,0,46,8,"3",NA,0
"96","ds_main_response",585,"580905",1483.09999990463,"",FALSE,"[4,4,7,5]","[4,4,7,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,47,8,"3",NA,0
"97","ds_main_response",594,"585814",2895.40000009537,"",FALSE,"[2,4,2,3]","[2,4,2,3]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,48,8,"3",NA,0
"98","ds_main_response",603,"590038",2208.80000019073,"",FALSE,"[3,8,9,2]","[3,8,9,2]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,49,8,"3",NA,0
"99","ds_main_response",612,"593915",1840.7000002861,"",FALSE,"[4,1,6,5]","[4,1,6,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,50,8,"3",NA,0
"100","rt_main_trials",614,"598415",5000,"",FALSE,"null","","rest_task",TRUE,"","true","2","0","null","2","block_same_same",4,0,20,NA,"3",8,1
"101","ds_main_response",624,"603667",2204.40000009537,"",FALSE,"[9,1,4,5]","[9,1,4,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,51,9,"3",NA,0
"102","ds_main_response",633,"608928",3206.69999980927,"",FALSE,"[8,6,2,5]","[8,6,2,4]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,0,52,9,"3",NA,0
"103","ds_main_response",642,"614049",3099.09999990463,"",FALSE,"[6,3,1,8]","[6,3,1,8]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,53,9,"3",NA,0
"104","ds_main_response",651,"618037",1981.69999980926,"",FALSE,"[6,8,2,5]","[6,8,2,5]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,54,9,"3",NA,0
"105","ds_main_response",660,"622992",2937.5,"",FALSE,"[0,6,5,4]","[0,6,5,4]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,55,9,"3",NA,0
"106","ds_main_response",669,"627242",2235.59999990463,"",FALSE,"[5,3,2,0]","[5,3,2,0]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,56,9,"3",NA,0
"107","ds_main_response",678,"630931",1659.2000002861,"",FALSE,"[6,0,6,9]","[6,0,6,9]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,57,9,"3",NA,0
"108","ds_main_response",687,"635287",2344.90000009537,"",FALSE,"[9,1,0,3]","[9,1,0,3]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,58,9,"3",NA,0
"109","ds_main_response",696,"640252",2939.7000002861,"",FALSE,"[6,3,8,9]","[6,3,9,8]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,0,59,9,"3",NA,0
"110","ds_main_response",705,"644081",1789.60000038147,"",FALSE,"[6,6,8,4]","[6,6,8,4]","digit_span",FALSE,"false","",NA,NA,"",NA,"",4,1,60,9,"3",NA,0
"111","rt_main_trials",707,"648389",5000,"",FALSE,"null","","rest_task",TRUE,"","true","2","0","3","3","group_A_B",4,0,21,NA,"3",9,1
"112","sr_main_response",710,"653155",1740,"",FALSE,"","[1,2,7,11]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,31,10,"4",NA,0
"113","sr_main_response",712,"657121",1949.5,"",FALSE,"","[13,2,14,8]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,32,10,"4",NA,0
"114","sr_main_response",714,"661090",1952.2999997139,"",FALSE,"","[12,11,7,13]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,33,10,"4",NA,0
"115","sr_main_response",716,"664689",1583.5,"",FALSE,"","[13,12,7,15]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,34,10,"4",NA,0
"116","sr_main_response",718,"669014",2297.59999990463,"",FALSE,"","[14,12,10,13]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,35,10,"4",NA,0
"117","sr_main_response",720,"672833",1802.59999990463,"",FALSE,"","[9,2,0,1]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,36,10,"4",NA,0
"118","sr_main_response",722,"676782",1930.5,"",FALSE,"","[14,4,11,5]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,37,10,"4",NA,0
"119","sr_main_response",724,"682137",3339,"",FALSE,"","[0,2,11,12]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,38,10,"4",NA,0
"120","sr_main_response",726,"686038",1883.2999997139,"",FALSE,"","[6,2,7,15]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,39,10,"4",NA,0
"121","sr_main_response",728,"689731",1667.19999980927,"",FALSE,"","[13,11,7,5]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,40,10,"4",NA,0
"122","rt_main_trials",730,"694021",5000,"",FALSE,"null","","rest_task",TRUE,"","true","2","0","null","1","block_same_same",4,0,22,NA,"4",10,1
"123","sr_main_response",733,"699029",1983.19999980926,"",FALSE,"","[7,1,3,0]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,41,11,"4",NA,0
"124","sr_main_response",735,"702985",1937.89999961853,"",FALSE,"","[5,13,7,8]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,42,11,"4",NA,0
"125","sr_main_response",737,"706768",1767.40000009537,"",FALSE,"","[10,2,1,3]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,43,11,"4",NA,0
"126","sr_main_response",739,"710532",1744.40000009537,"",FALSE,"","[9,2,12,6]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,44,11,"4",NA,0
"127","sr_main_response",741,"714015",1465.30000019073,"",FALSE,"","[14,13,15,9]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,45,11,"4",NA,0
"128","sr_main_response",743,"717629",1596.7000002861,"",FALSE,"","[6,2,10,4]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,46,11,"4",NA,0
"129","sr_main_response",745,"721291",1644.40000009537,"",FALSE,"","[10,12,4,13]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,47,11,"4",NA,0
"130","sr_main_response",747,"725105",1794.7000002861,"",FALSE,"","[11,0,4,7]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,48,11,"4",NA,0
"131","sr_main_response",749,"728896",1773.30000019073,"",FALSE,"","[15,12,1,4]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,49,11,"4",NA,0
"132","sr_main_response",751,"732789",1877.59999990463,"",FALSE,"","[7,5,14,0]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,50,11,"4",NA,0
"133","rt_main_trials",753,"737319",5000,"",FALSE,"null","","rest_task",TRUE,"","false","1","0","null","2","block_same_same",4,0,23,NA,"4",11,6
"134","rt_main_trials",754,"738842",5000,"",FALSE,"null","","rest_task",TRUE,"","false","2","1","null","2","block_same_same",4,0,24,NA,"4",11,6
"135","rt_main_trials",755,"740359",681,"",FALSE,"2","","rest_task",FALSE,"","false","2","2","null","2","block_same_same",4,1,25,NA,"4",11,6
"136","rt_main_trials",756,"741876",285,"",FALSE,"2","","rest_task",FALSE,"","false","2","3","null","2","block_same_same",4,1,26,NA,"4",11,6
"137","rt_main_trials",757,"743396",66,"",FALSE,"2","","rest_task",FALSE,"","false","1","4","null","2","block_same_same",4,0,27,NA,"4",11,6
"138","rt_main_trials",758,"744000",5000,"",FALSE,"null","","rest_task",TRUE,"","true","1","5","null","2","block_same_same",4,0,28,NA,"4",11,6
"139","sr_main_response",761,"748732",1700.2999997139,"",FALSE,"","[15,2,6,7]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,51,12,"4",NA,0
"140","sr_main_response",763,"752710",1948.7999997139,"",FALSE,"","[2,7,5,6]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,52,12,"4",NA,0
"141","sr_main_response",765,"756699",1972.80000019073,"",FALSE,"","[4,8,13,0]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,53,12,"4",NA,0
"142","sr_main_response",767,"760628",1908.90000009537,"",FALSE,"","[14,0,7,1]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,54,12,"4",NA,0
"143","sr_main_response",769,"764498",1851.5,"",FALSE,"","[1,15,11,10]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,55,12,"4",NA,0
"144","sr_main_response",771,"768076",1559,"",FALSE,"","[14,8,10,11]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,56,12,"4",NA,0
"145","sr_main_response",773,"771696",1602.2999997139,"",FALSE,"","[1,5,15,14]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,57,12,"4",NA,0
"146","sr_main_response",775,"775491",1775.40000009537,"",FALSE,"","[10,2,0,3]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,58,12,"4",NA,0
"147","sr_main_response",777,"779187",1677.69999980927,"",FALSE,"","[2,5,11,6]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,59,12,"4",NA,0
"148","sr_main_response",779,"782891",1686.7000002861,"",FALSE,"","[7,3,2,15]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,60,12,"4",NA,0
"149","rt_main_trials",781,"787414",5000,"",FALSE,"null","","rest_task",TRUE,"","true","2","0","4","3","group_B_B",4,0,29,NA,"4",12,1
"150","sr_main_response",784,"792374",1919.90000009537,"",FALSE,"","[2,8,10,12]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,61,13,"5",NA,0
"151","sr_main_response",786,"796359",1964.80000019073,"",FALSE,"","[14,12,13,3]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,62,13,"5",NA,0
"152","sr_main_response",788,"800148",1756.69999980927,"",FALSE,"","[7,5,14,12]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,63,13,"5",NA,0
"153","sr_main_response",790,"804119",1942.59999990463,"",FALSE,"","[4,5,11,15]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,0,64,13,"5",NA,0
"154","sr_main_response",792,"808209",2072.89999961853,"",FALSE,"","[3,0,1,9]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,65,13,"5",NA,0
"155","sr_main_response",794,"812030",1800.40000009537,"",FALSE,"","[6,4,0,13]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,66,13,"5",NA,0
"156","sr_main_response",796,"815883",1835.7000002861,"",FALSE,"","[9,11,8,12]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,67,13,"5",NA,0
"157","sr_main_response",798,"819829",1923.60000038147,"",FALSE,"","[15,1,12,14]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,68,13,"5",NA,0
"158","sr_main_response",800,"823702",1853.40000009537,"",FALSE,"","[7,0,5,2]","spatial_recall",FALSE,"false","",NA,NA,"",NA,"",4,1,69,13,"5",NA,0
