"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","min_width","min_height","inner_width","inner_height","stimulus","response","sequence","sequence_length","tile_duration","backwards","responses","score_an","score_pc","score_ls","event_history","success","timeout","failed_images","failed_audio","failed_video","task","correct_response","correct","fixation_time"
"","323","image-keyboard-response","103","230072","0.0-7.0-52.0","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","104","230975","0.0-7.0-53.0","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","892"
"","397","image-keyboard-response","105","231379","0.0-7.0-54.0","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","106","232438","0.0-7.0-55.0","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1053"
"","318","image-keyboard-response","107","232758","0.0-7.0-56.0","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","108","233849","0.0-7.0-57.0","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1083"
"","null","image-keyboard-response","109","235862","0.0-7.0-58.0","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","110","236963","0.0-7.0-59.0","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1092"
"","360","image-keyboard-response","111","237329","0.0-7.0-0.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","112","238783","0.0-7.0-1.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1444"
"","297","image-keyboard-response","113","239087","0.0-7.0-2.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","114","240553","0.0-7.0-3.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1458"
"","null","image-keyboard-response","115","241564","0.0-7.0-4.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","116","242972","0.0-7.0-5.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1397"
"","289","image-keyboard-response","117","243268","0.0-7.0-6.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","118","244745","0.0-7.0-7.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1467"
"","328","image-keyboard-response","119","245080","0.0-7.0-8.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","120","246473","0.0-7.0-9.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1384"
"","305","image-keyboard-response","121","246784","0.0-7.0-10.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","122","248276","0.0-7.0-11.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1482"
"","343","image-keyboard-response","123","248625","0.0-7.0-12.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","124","250032","0.0-7.0-13.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1402"
"","316","image-keyboard-response","125","250354","0.0-7.0-14.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","126","251794","0.0-7.0-15.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1429"
"","290","image-keyboard-response","127","252089","0.0-7.0-16.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","128","253502","0.0-7.0-17.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1404"
"","366","image-keyboard-response","129","253875","0.0-7.0-18.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","130","255339","0.0-7.0-19.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1453"
"","295","image-keyboard-response","131","255640","0.0-7.0-20.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","132","256859","0.0-7.0-21.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1212"
"","277","image-keyboard-response","133","257141","0.0-7.0-22.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","134","258525","0.0-7.0-23.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1374"
"","324","image-keyboard-response","135","258857","0.0-7.0-24.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","136","260217","0.0-7.0-25.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1354"
"","null","image-keyboard-response","137","261230","0.0-7.0-26.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","138","262572","0.0-7.0-27.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1330"
"","308","image-keyboard-response","139","262886","0.0-7.0-28.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","140","264027","0.0-7.0-29.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1131"
"","260","image-keyboard-response","141","264295","0.0-7.0-30.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","142","265635","0.0-7.0-31.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1334"
"","null","image-keyboard-response","143","267643","0.0-7.0-32.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","144","268979","0.0-7.0-33.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1324"
"","287","image-keyboard-response","145","269273","0.0-7.0-34.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","146","270476","0.0-7.0-35.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1193"
"","240","image-keyboard-response","147","270723","0.0-7.0-36.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","148","271869","0.0-7.0-37.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1134"
"","265","image-keyboard-response","149","272141","0.0-7.0-38.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","150","273424","0.0-7.0-39.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1276"
"","283","image-keyboard-response","151","273714","0.0-7.0-40.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","152","274656","0.0-7.0-41.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","931"
"","348","image-keyboard-response","153","275011","0.0-7.0-42.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","154","276104","0.0-7.0-43.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1083"
"","null","image-keyboard-response","155","278112","0.0-7.0-44.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","156","279171","0.0-7.0-45.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1046"
"","308","image-keyboard-response","157","279485","0.0-7.0-46.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","158","280452","0.0-7.0-47.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","958"
"","null","image-keyboard-response","159","281464","0.0-7.0-48.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","160","282501","0.0-7.0-49.1","1","1","2024-03-17 22:53:12","c33429291dc7a384f95165972fddd116","171.66.13.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Macintosh","Chrome","121.0.0.0","OS X","10_15_7","null","en-US,en;q=0.9","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1028"
