"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","fbclid","min_width","min_height","inner_width","inner_height","stimulus","response","sequence","sequence_length","tile_duration","backwards","responses","score_an","score_pc","score_ls","event_history","success","timeout","failed_images","failed_audio","failed_video","task","correct_response","correct","fixation_time"
"","286","image-keyboard-response","131","241883","0.0-7.0-20.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","132","243180","0.0-7.0-21.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1288"
"","344","image-keyboard-response","133","243535","0.0-7.0-22.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","134","244697","0.0-7.0-23.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1135"
"","null","image-keyboard-response","135","245722","0.0-7.0-24.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","136","247074","0.0-7.0-25.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1330"
"","302","image-keyboard-response","137","247387","0.0-7.0-26.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","138","248769","0.0-7.0-27.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1365"
"","288","image-keyboard-response","139","249070","0.0-7.0-28.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","140","250250","0.0-7.0-29.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1167"
"","null","image-keyboard-response","141","251274","0.0-7.0-30.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","142","252639","0.0-7.0-31.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1347"
"","null","image-keyboard-response","143","253658","0.0-7.0-32.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","144","254904","0.0-7.0-33.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1220"
"","null","image-keyboard-response","145","255910","0.0-7.0-34.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/orange.png","null","","","","","","","","","","","","","","","response","null","true",""
"","null","html-keyboard-response","146","257089","0.0-7.0-35.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1168"
"","340","image-keyboard-response","147","257440","0.0-7.0-36.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","148","258625","0.0-7.0-37.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1168"
"","363","image-keyboard-response","149","259000","0.0-7.0-38.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","150","260261","0.0-7.0-39.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1245"
"","302","image-keyboard-response","151","260574","0.0-7.0-40.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","152","261658","0.0-7.0-41.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1057"
"","335","image-keyboard-response","153","262006","0.0-7.0-42.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","154","263024","0.0-7.0-43.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","999"
"","345","image-keyboard-response","155","263383","0.0-7.0-44.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","156","264327","0.0-7.0-45.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","918"
"","335","image-keyboard-response","157","264676","0.0-7.0-46.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","img/blue.png","f","","","","","","","","","","","","","","","response","f","true",""
"","null","html-keyboard-response","158","265739","0.0-7.0-47.1","3","1","2024-03-18 04:52:12","c33429291dc7a384f95165972fddd116","128.12.122.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","","Firefox","123.0","Windows","10.0","https://l.facebook.com/","en-US,en;q=0.5","IwAR0CRFrU8HfhHl5FhHk_2wqJwZKP5fdberTT2fqdS2NQiCQZhIYD1chETlg","","","","","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","fixation","","","1035"
